document_id,title,file_name,file_type,extension,category,data_role,is_content_document,is_manifest_file,is_system_file,is_archive_file,is_processable,relative_path,local_path,source_url,source_domain,language,file_size_bytes,checksum_sha256,is_public,access_note,ingested_at,ingestion_status,issues,page_count,text_sample_length
doc_979caae0670b3ef6,425. TS Vi Sinh Vat Hoc QD 4904,425.-ts-vi-sinh-vat-hoc-qd-4904.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/425.-ts-vi-sinh-vat-hoc-qd-4904.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\425.-ts-vi-sinh-vat-hoc-qd-4904.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/425.-ts-vi-sinh-vat-hoc-qd-4904.pdf,hus.vnu.edu.vn,vi,2212926,1715824e8187e02c01052cf1aa6199778fffb96337671fe4caa72bbf7d5dfe72,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.324439+00:00,warning,['pdf_sample_needs_ocr'],14,0
doc_0ead5ef438f3eefd,426. TS Thuc Vat Hoc QD 4905,426.-ts-thuc-vat-hoc-qd-4905.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/426.-ts-thuc-vat-hoc-qd-4905.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\426.-ts-thuc-vat-hoc-qd-4905.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/426.-ts-thuc-vat-hoc-qd-4905.pdf,hus.vnu.edu.vn,vi,2217881,b7eb29b33d6c1eb78e6a75984ebdfba833c30bb867cbad3e9e535addd240f790,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.327242+00:00,warning,['pdf_sample_needs_ocr'],14,0
doc_c82703a5d96ec3a7,427.-ts-hoa-sinh-hoc-qd-4906.pdf,427.-ts-hoa-sinh-hoc-qd-4906.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/427.-ts-hoa-sinh-hoc-qd-4906.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\427.-ts-hoa-sinh-hoc-qd-4906.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/427.-ts-hoa-sinh-hoc-qd-4906.pdf,hus.vnu.edu.vn,vi,2143115,91d0f1394461efa1c5f2323287d5ee67a378c363a3f03dd04329640972f7ab6e,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.330492+00:00,warning,['pdf_sample_needs_ocr'],13,0
doc_c221faad814e6b41,428. TS Di Truyen Hoc QD 4907,428.-ts-di-truyen-hoc-qd-4907.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/428.-ts-di-truyen-hoc-qd-4907.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\428.-ts-di-truyen-hoc-qd-4907.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/428.-ts-di-truyen-hoc-qd-4907.pdf,hus.vnu.edu.vn,vi,2208757,57e496cfebfb7eebc89007da30a75d0ef1b1738db6bd7fc913d2a1687a2a606a,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.332368+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_097f6447381e08e9,511.-ths-dia-ly-qd-4920.pdf,511.-ths-dia-ly-qd-4920.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/511.-ths-dia-ly-qd-4920.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\511.-ths-dia-ly-qd-4920.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/511.-ths-dia-ly-qd-4920.pdf,hus.vnu.edu.vn,vi,2367991,6e6cbab5e1adc7db90f3be0d52d9a53325514d7168342fe0449041104871703e,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.336470+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_20b0c667425170e2,512.-ths-ban-do-vien-tham-va-he-thong-tin-dia-ly-qd-4921.pdf,512.-ths-ban-do-vien-tham-va-he-thong-tin-dia-ly-qd-4921.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/512.-ths-ban-do-vien-tham-va-he-thong-tin-dia-ly-qd-4921.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\512.-ths-ban-do-vien-tham-va-he-thong-tin-dia-ly-qd-4921.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/512.-ths-ban-do-vien-tham-va-he-thong-tin-dia-ly-qd-4921.pdf,hus.vnu.edu.vn,vi,1720995,3251bb700799eda748b6530506bafe0889f970106571d30572809c461de3b244,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.339468+00:00,warning,['pdf_sample_needs_ocr'],12,0
doc_58c716614502dd21,513.-ths-quan-ly-tai-nguyen-va-moi-truong-qd-4922.pdf,513.-ths-quan-ly-tai-nguyen-va-moi-truong-qd-4922.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/513.-ths-quan-ly-tai-nguyen-va-moi-truong-qd-4922.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\513.-ths-quan-ly-tai-nguyen-va-moi-truong-qd-4922.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/513.-ths-quan-ly-tai-nguyen-va-moi-truong-qd-4922.pdf,hus.vnu.edu.vn,vi,1981846,2dabc0fe1776bae3b3d94f22a7d221771a652f5f4ad732f3e443d163142979c8,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.344982+00:00,warning,['pdf_sample_needs_ocr'],13,0
doc_af4b18657f8629ef,515.-ths-quan-ly-dat-dai-dinh-huong-ung-dung-qd-4924.pdf,515.-ths-quan-ly-dat-dai-dinh-huong-ung-dung-qd-4924.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/515.-ths-quan-ly-dat-dai-dinh-huong-ung-dung-qd-4924.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\515.-ths-quan-ly-dat-dai-dinh-huong-ung-dung-qd-4924.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/515.-ths-quan-ly-dat-dai-dinh-huong-ung-dung-qd-4924.pdf,hus.vnu.edu.vn,vi,1694077,72f515ec52f7e97dfcf224fe1f3e33862c919c13f70c97731879ffb50a338e21,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.348074+00:00,warning,['pdf_sample_needs_ocr'],11,0
doc_7a3708693db5bf27,801. QD 3529 Cong Nghe Ki Thuat Moi Truong Final,801.-qd-3529-cong-nghe-ki-thuat-moi-truong-final.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/801.-qd-3529-cong-nghe-ki-thuat-moi-truong-final.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\801.-qd-3529-cong-nghe-ki-thuat-moi-truong-final.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/01/801.-qd-3529-cong-nghe-ki-thuat-moi-truong-final.pdf,hus.vnu.edu.vn,vi,2330274,a8dc1153bb321dd98b87b9ec0c7d8c3a1b8a5135bd003ef7d344dab66aeaac31,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.351343+00:00,warning,['pdf_sample_needs_ocr'],16,0
doc_49a1a01f7432c68c,805.-moi-truong-suc-khoe-va-an-toan-final-qd-3533.pdf,805.-moi-truong-suc-khoe-va-an-toan-final-qd-3533.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/805.-moi-truong-suc-khoe-va-an-toan-final-qd-3533.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\805.-moi-truong-suc-khoe-va-an-toan-final-qd-3533.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/01/805.-moi-truong-suc-khoe-va-an-toan-final-qd-3533.pdf,hus.vnu.edu.vn,vi,2302570,707b1993f65b9454f7b7d9e0b6af23497615df4b4874013b9db7a0d0a9b9d168,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.353344+00:00,warning,['pdf_sample_needs_ocr'],16,0
doc_8fc21f119ab21f5e,812.-ths-ky-thuat-moi-truong-qd-3578-1.pdf,812.-ths-ky-thuat-moi-truong-qd-3578-1.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/812.-ths-ky-thuat-moi-truong-qd-3578-1.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\812.-ths-ky-thuat-moi-truong-qd-3578-1.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/812.-ths-ky-thuat-moi-truong-qd-3578-1.pdf,hus.vnu.edu.vn,vi,1979342,11e39efe8f82b8ce26ed44af1bc140a3eaa04c86951c66cc3ac4e3ee6fe5404c,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.356825+00:00,warning,['pdf_sample_needs_ocr'],13,0
doc_9959bf5343b2bbd4,813. THS Mtptbv Nc QD 3579,813.-ths-mtptbv-nc-qd-3579.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/813.-ths-mtptbv-nc-qd-3579.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\813.-ths-mtptbv-nc-qd-3579.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/813.-ths-mtptbv-nc-qd-3579.pdf,hus.vnu.edu.vn,vi,2014419,a87258dc202e6faf646cbec77d91ffec14463c092640cdea504278deaf8f78c4,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.359336+00:00,warning,['pdf_sample_needs_ocr'],13,0
doc_b602fd2e5f82caa9,814. THS Mtptbv Ud QD 3580,814.-ths-mtptbv-ud-qd-3580.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/814.-ths-mtptbv-ud-qd-3580.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\814.-ths-mtptbv-ud-qd-3580.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/814.-ths-mtptbv-ud-qd-3580.pdf,hus.vnu.edu.vn,vi,2069062,ceff333b97809f1723204eb44366c3236dcdae2a6bb70daf3ee53f9084228d26,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.361956+00:00,warning,['pdf_sample_needs_ocr'],14,0
doc_1783000e42c7ae73,821. TS Ky Thuat Moi Truong QD 3583,821.-ts-ky-thuat-moi-truong-qd-3583.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/821.-ts-ky-thuat-moi-truong-qd-3583.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\821.-ts-ky-thuat-moi-truong-qd-3583.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/821.-ts-ky-thuat-moi-truong-qd-3583.pdf,hus.vnu.edu.vn,vi,2935125,e5d05d98710dee4d475000c285b6dd914544ed92b9aa1a14e52b82ce5f5f0681,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.365965+00:00,warning,['pdf_sample_needs_ocr'],19,0
doc_e4293a3e6b8ae463,822. TS Mtdn QD 3582,822.-ts-mtdn-qd-3582.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/822.-ts-mtdn-qd-3582.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\822.-ts-mtdn-qd-3582.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/822.-ts-mtdn-qd-3582.pdf,hus.vnu.edu.vn,vi,3220512,e0dac9bc0139198a18894800d8a658e8bc2d52acb622e39cbe0285a5e9452634,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.368408+00:00,warning,['pdf_sample_needs_ocr'],21,0
doc_4f724423dcc8cc46,PTN Khoa học dữ liệu,1.ptn-khoa-hoc-du-lieu.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/1.ptn-khoa-hoc-du-lieu.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\1.ptn-khoa-hoc-du-lieu.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/1.ptn-khoa-hoc-du-lieu.pdf,hus.vnu.edu.vn,vi,188683,0d08a04b72f7583f63498010c408a71f01543f2b37767bfc8b3536b59d914b39,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.414221+00:00,ok,[],2,1944
doc_c6b20b59ec627ad9,PTN Khoa học dữ liệu,10.ptn-khoa-hoc-du-lieu-chuyen-de.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/10.ptn-khoa-hoc-du-lieu-chuyen-de.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\10.ptn-khoa-hoc-du-lieu-chuyen-de.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/10.ptn-khoa-hoc-du-lieu-chuyen-de.pdf,hus.vnu.edu.vn,vi,188644,848e72a8baa8aab53a4387ec2a6ef071c0f3670a83cfd5ae6dc5050abdf2d329,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.456363+00:00,ok,[],2,1938
doc_a2b520d1acf1ee0e,114.-ths-khoa-hoc-du-lieu-qd-4932-2.pdf,114.-ths-khoa-hoc-du-lieu-qd-4932-2.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/114.-ths-khoa-hoc-du-lieu-qd-4932-2.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\114.-ths-khoa-hoc-du-lieu-qd-4932-2.pdf,file:///D:/DM/lumi-ai-assistant/data/raw/pdf/2026-05-15/114.-ths-khoa-hoc-du-lieu-qd-4932-2.pdf,local_repo_docs,vi,1843246,85f9c38d683d62d39c03143f7ea57f186345ceab76026d46fb72c5eca8921258,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.459171+00:00,warning,['pdf_sample_needs_ocr'],12,0
doc_fa199fcfb1b3c51e,PHIẾU CUNG CẤP THÔNG TIN,20.ptn-tinh-toan-trong-khoa-hoc-vat-lieu.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/20.ptn-tinh-toan-trong-khoa-hoc-vat-lieu.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\20.ptn-tinh-toan-trong-khoa-hoc-vat-lieu.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/20.ptn-tinh-toan-trong-khoa-hoc-vat-lieu.pdf,hus.vnu.edu.vn,vi,255122,0b23edbb556702a8e916aba7c8e27d3925d4b03ecb1dbc63900bc676585e738a,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.490285+00:00,ok,[],1,1652
doc_e481553ab484987c,PTN Hóa môi trường,25.ptn-hoa-moi-truong.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/25.ptn-hoa-moi-truong.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\25.ptn-hoa-moi-truong.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/25.ptn-hoa-moi-truong.pdf,hus.vnu.edu.vn,vi,137701,70d26aa9aea0e64280fadda0941f1b8b5a69aa501260983c982f37ed1d5d95a1,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.551080+00:00,ok,[],1,2719
doc_0979ae1384023dfd,PTN BM Hóa sinh và Sinh học phân tử,34.ptn-bm-hoa-sinh-va-sinh-hoc-phan-tu.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/34.ptn-bm-hoa-sinh-va-sinh-hoc-phan-tu.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\34.ptn-bm-hoa-sinh-va-sinh-hoc-phan-tu.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/34.ptn-bm-hoa-sinh-va-sinh-hoc-phan-tu.pdf,hus.vnu.edu.vn,vi,177004,8c21b495f8b538f95c2c4a4f3895ff2fe997a360603896c589a54df5959ae06e,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.600437+00:00,ok,[],1,2393
doc_2bb6c350e066cb78,PTN BM Vi sinh vật học,35.ptn-bm-vi-sinh-vat-hoc.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/35.ptn-bm-vi-sinh-vat-hoc.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\35.ptn-bm-vi-sinh-vat-hoc.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/35.ptn-bm-vi-sinh-vat-hoc.pdf,hus.vnu.edu.vn,vi,137144,fb13c7e7ef5432b7737b2d584f75e78bd4eb4e6cfc3e72242356369395fad40c,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.660579+00:00,ok,[],1,3172
doc_27937db90d2513b8,PTN BM Sinh học tế bào,37.ptn-bm-sinh-hoc-te-bao.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/37.ptn-bm-sinh-hoc-te-bao.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\37.ptn-bm-sinh-hoc-te-bao.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/37.ptn-bm-sinh-hoc-te-bao.pdf,hus.vnu.edu.vn,vi,135880,b8ae373303a740cfec72ff0fd8c25c2d4bb208c9e8211372f9800f18f570d86d,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.713666+00:00,ok,[],2,2666
doc_2e5390faf7d3d7d1,PTN BM Sinh lý học và sinh học người,38.ptn-bm-sinh-ly-hoc-va-sinh-hoc-nguoi.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/38.ptn-bm-sinh-ly-hoc-va-sinh-hoc-nguoi.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\38.ptn-bm-sinh-ly-hoc-va-sinh-hoc-nguoi.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/38.ptn-bm-sinh-ly-hoc-va-sinh-hoc-nguoi.pdf,hus.vnu.edu.vn,vi,202088,6e2fc49a80135bf9d3db95b7d7e26f98d69550466f1b6f8abc244fb9d5e5caa6,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.756103+00:00,ok,[],2,1911
doc_b6add370ea8061d4,PTN BM Sinh thái học,42.ptn-bm-sinh-thai-hoc.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/42.ptn-bm-sinh-thai-hoc.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\42.ptn-bm-sinh-thai-hoc.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/42.ptn-bm-sinh-thai-hoc.pdf,hus.vnu.edu.vn,vi,132928,8e90d7f5ca8980b3f70d505d72e96ce4bf19fcb7f4d828c01bcd98498f8aa3eb,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.794068+00:00,ok,[],1,1918
doc_ff037e8e86c25f62,45.ptn-bm-dia-mao-va-dia-ly---moi-truong-bien.pdf,45.ptn-bm-dia-mao-va-dia-ly---moi-truong-bien.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/45.ptn-bm-dia-mao-va-dia-ly---moi-truong-bien.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\45.ptn-bm-dia-mao-va-dia-ly---moi-truong-bien.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/45.ptn-bm-dia-mao-va-dia-ly---moi-truong-bien.pdf,hus.vnu.edu.vn,vi,129778,84e2c4efdf411f3ed5957199ca37d1d6508588031a25014a2beb2462c9c9a455,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.821730+00:00,ok,[],1,1433
doc_f4cc7a641855fb2b,46.ptn-bm-sinh-thai-canh-quan-va-moi-truong.pdf,46.ptn-bm-sinh-thai-canh-quan-va-moi-truong.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/46.ptn-bm-sinh-thai-canh-quan-va-moi-truong.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\46.ptn-bm-sinh-thai-canh-quan-va-moi-truong.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/46.ptn-bm-sinh-thai-canh-quan-va-moi-truong.pdf,hus.vnu.edu.vn,vi,129465,00e4e7b33fd602b12bba3168c3e68362bca9557a2d561f72155b20d6ac7b36b2,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.860064+00:00,ok,[],1,1456
doc_4f83e9a0c238e73b,PTN BM Địa chất môi trường,50.ptn-bm-dia-chat-moi-truong.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/50.ptn-bm-dia-chat-moi-truong.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\50.ptn-bm-dia-chat-moi-truong.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/50.ptn-bm-dia-chat-moi-truong.pdf,hus.vnu.edu.vn,vi,170645,7387049b9fa0dbc54ed60342e1501adfb5ad3fdd1040269bb02b7b85bda71d4a,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.881877+00:00,ok,[],1,1150
doc_ddfce9d7176994e1,514.-ths-quan-ly-dat-dai-dinh-huong-nghien-cuu-qd-4923.pdf,514.-ths-quan-ly-dat-dai-dinh-huong-nghien-cuu-qd-4923.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/514.-ths-quan-ly-dat-dai-dinh-huong-nghien-cuu-qd-4923.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\514.-ths-quan-ly-dat-dai-dinh-huong-nghien-cuu-qd-4923.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/514.-ths-quan-ly-dat-dai-dinh-huong-nghien-cuu-qd-4923.pdf,hus.vnu.edu.vn,vi,1678867,22b60dee34f5bbe31678c12d67cfc4d0db954cdd0ea8b539022f797041e26da8,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.884874+00:00,warning,['pdf_sample_needs_ocr'],11,0
doc_4d89d86d9ef2a338,PHIẾU CUNG CẤP THÔNG TIN,58.ptn-bm-sinh-thai-moi-truong.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/58.ptn-bm-sinh-thai-moi-truong.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\58.ptn-bm-sinh-thai-moi-truong.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/58.ptn-bm-sinh-thai-moi-truong.pdf,hus.vnu.edu.vn,vi,129045,61e0afa00e71938fce7268a598dc4da24de9676ff3099bc317d6d449c085cb6a,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.903873+00:00,ok,[],1,1984
doc_54e75e1c15cce58c,PHIẾU CUNG CẤP THÔNG TIN,59.ptn-khoa-hoc-dat-va-moi-truong.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/59.ptn-khoa-hoc-dat-va-moi-truong.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\59.ptn-khoa-hoc-dat-va-moi-truong.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/59.ptn-khoa-hoc-dat-va-moi-truong.pdf,hus.vnu.edu.vn,vi,130146,21b2cc15fae795974503e318e328b8ce5a3edf58b5d0fe7b561e5f8410adb1c2,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.921264+00:00,ok,[],1,1625
doc_e960e4279565544a,PHIẾU CUNG CẤP THÔNG TIN,60.ptn-bm-cong-nghe-moi-truong.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/60.ptn-bm-cong-nghe-moi-truong.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\60.ptn-bm-cong-nghe-moi-truong.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/60.ptn-bm-cong-nghe-moi-truong.pdf,hus.vnu.edu.vn,vi,129556,c44ec774b5c50589594994c23f1d8c20f6ecd94b86e31f751b9f6a630325042d,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.941874+00:00,ok,[],1,2143
doc_dc4ad348ae13317d,802.-khoa-hoc-moi-truong-final-qd-3530.pdf,802.-khoa-hoc-moi-truong-final-qd-3530.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/802.-khoa-hoc-moi-truong-final-qd-3530.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\802.-khoa-hoc-moi-truong-final-qd-3530.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/01/802.-khoa-hoc-moi-truong-final-qd-3530.pdf,hus.vnu.edu.vn,vi,2413511,d57ba74b17fab6e56a99d0864e50264cc658e49c6dd3aa1b17ce3be9ed1f3f07,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.944907+00:00,warning,['pdf_sample_needs_ocr'],16,0
doc_7abf3b1e635b9975,803.-khoa-hoc-moi-truong-chat-luong-cao-final-qd-3531.pdf,803.-khoa-hoc-moi-truong-chat-luong-cao-final-qd-3531.pdf,pdf,.pdf,nghien_cuu,content,True,False,False,False,True,pdf/nghien_cuu/803.-khoa-hoc-moi-truong-chat-luong-cao-final-qd-3531.pdf,D:\DM\lumi\data\raw\pdf\nghien_cuu\803.-khoa-hoc-moi-truong-chat-luong-cao-final-qd-3531.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/01/803.-khoa-hoc-moi-truong-chat-luong-cao-final-qd-3531.pdf,hus.vnu.edu.vn,vi,2514687,874eade287393c610ac298a704aa397d79c6ee32d099782562f491dff08c981f,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.947412+00:00,warning,['pdf_sample_needs_ocr'],17,0
