file_name,file_type,category,relative_path,source_url,source_domain,file_size_bytes,language,description,is_public,access_note
03.mau-ly-lich-2025_k70.pdf,pdf,sinh_vien,pdf/sinh_vien/03.mau-ly-lich-2025_k70.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2025/08/03.mau-ly-lich-2025_k70.pdf,hus.vnu.edu.vn,214338,vi,03.mau-ly-lich-2025_k70.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
danh-sach-trung-tuyen_ctdb_2025-final.pdf,pdf,tuyen_sinh,pdf/tuyen_sinh/danh-sach-trung-tuyen_ctdb_2025-final.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2025/09/danh-sach-trung-tuyen_ctdb_2025-final.pdf,hus.vnu.edu.vn,196225,vi,danh-sach-trung-tuyen_ctdb_2025-final.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
45.ptn-bm-dia-mao-va-dia-ly---moi-truong-bien.pdf,pdf,nghien_cuu,pdf/nghien_cuu/45.ptn-bm-dia-mao-va-dia-ly---moi-truong-bien.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/45.ptn-bm-dia-mao-va-dia-ly---moi-truong-bien.pdf,hus.vnu.edu.vn,129778,vi,45.ptn-bm-dia-mao-va-dia-ly---moi-truong-bien.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
46.ptn-bm-sinh-thai-canh-quan-va-moi-truong.pdf,pdf,nghien_cuu,pdf/nghien_cuu/46.ptn-bm-sinh-thai-canh-quan-va-moi-truong.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/46.ptn-bm-sinh-thai-canh-quan-va-moi-truong.pdf,hus.vnu.edu.vn,129465,vi,46.ptn-bm-sinh-thai-canh-quan-va-moi-truong.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
58.ptn-bm-sinh-thai-moi-truong.pdf,pdf,nghien_cuu,pdf/nghien_cuu/58.ptn-bm-sinh-thai-moi-truong.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/58.ptn-bm-sinh-thai-moi-truong.pdf,hus.vnu.edu.vn,129045,vi,58.ptn-bm-sinh-thai-moi-truong.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
223.-ts-vo-tuyen-va-dien-tu-qd-4945.pdf,pdf,tuyen_sinh,pdf/tuyen_sinh/223.-ts-vo-tuyen-va-dien-tu-qd-4945.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/223.-ts-vo-tuyen-va-dien-tu-qd-4945.pdf,hus.vnu.edu.vn,2593626,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
17.ptn-bm-vat-ly-vo-tuyen-va-dien-tu.pdf,pdf,tuyen_sinh,pdf/tuyen_sinh/17.ptn-bm-vat-ly-vo-tuyen-va-dien-tu.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/17.ptn-bm-vat-ly-vo-tuyen-va-dien-tu.pdf,hus.vnu.edu.vn,183801,vi,PTN BM Vật lý Vô tuyến và Điện tử,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
813.-ths-mtptbv-nc-qd-3579.pdf,pdf,dao_tao,pdf/dao_tao/813.-ths-mtptbv-nc-qd-3579.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/813.-ths-mtptbv-nc-qd-3579.pdf,hus.vnu.edu.vn,2014419,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
814.-ths-mtptbv-ud-qd-3580.pdf,pdf,dao_tao,pdf/dao_tao/814.-ths-mtptbv-ud-qd-3580.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/814.-ths-mtptbv-ud-qd-3580.pdf,hus.vnu.edu.vn,2069062,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
821.-ts-ky-thuat-moi-truong-qd-3583.pdf,pdf,dao_tao,pdf/dao_tao/821.-ts-ky-thuat-moi-truong-qd-3583.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/821.-ts-ky-thuat-moi-truong-qd-3583.pdf,hus.vnu.edu.vn,2935125,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
822.-ts-mtdn-qd-3582.pdf,pdf,dao_tao,pdf/dao_tao/822.-ts-mtdn-qd-3582.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/822.-ts-mtdn-qd-3582.pdf,hus.vnu.edu.vn,3220512,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
823.-ts-khoa-hoc-moi-truong-qd-3581.pdf,pdf,nghien_cuu,pdf/nghien_cuu/823.-ts-khoa-hoc-moi-truong-qd-3581.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/823.-ts-khoa-hoc-moi-truong-qd-3581.pdf,hus.vnu.edu.vn,3279826,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
112.-ths-phuong-phap-toan-so-cap-qd-4930.pdf,pdf,dao_tao,pdf/dao_tao/112.-ths-phuong-phap-toan-so-cap-qd-4930.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/112.-ths-phuong-phap-toan-so-cap-qd-4930.pdf,hus.vnu.edu.vn,1400720,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
113.-ths-toan-ung-dung-qd-4931.pdf,pdf,dao_tao,pdf/dao_tao/113.-ths-toan-ung-dung-qd-4931.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/113.-ths-toan-ung-dung-qd-4931.pdf,hus.vnu.edu.vn,1560831,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
115.-ths-co-hoc-qd-4933.pdf,pdf,dao_tao,pdf/dao_tao/115.-ths-co-hoc-qd-4933.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/115.-ths-co-hoc-qd-4933.pdf,hus.vnu.edu.vn,1549164,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
121.-ts-toan-giai-tich-qd-4935.pdf,pdf,dao_tao,pdf/dao_tao/121.-ts-toan-giai-tich-qd-4935.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/121.-ts-toan-giai-tich-qd-4935.pdf,hus.vnu.edu.vn,2234549,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
122.-ts-phuong-trinh-vi-phan-va-tich-phan-qd-4936.pdf,pdf,dao_tao,pdf/dao_tao/122.-ts-phuong-trinh-vi-phan-va-tich-phan-qd-4936.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/122.-ts-phuong-trinh-vi-phan-va-tich-phan-qd-4936.pdf,hus.vnu.edu.vn,2265213,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
123.-ts-dai-so-va-ly-thuyet-so-qd-4937.pdf,pdf,dao_tao,pdf/dao_tao/123.-ts-dai-so-va-ly-thuyet-so-qd-4937.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/123.-ts-dai-so-va-ly-thuyet-so-qd-4937.pdf,hus.vnu.edu.vn,2541250,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
124.-ts-toan-ung-dung-qd-4938.pdf,pdf,dao_tao,pdf/dao_tao/124.-ts-toan-ung-dung-qd-4938.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/124.-ts-toan-ung-dung-qd-4938.pdf,hus.vnu.edu.vn,2269878,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
125.-ts-ly-thuyet-xac-suat-va-thong-ke-toan-hoc-qd-4939.pdf,pdf,dao_tao,pdf/dao_tao/125.-ts-ly-thuyet-xac-suat-va-thong-ke-toan-hoc-qd-4939.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/125.-ts-ly-thuyet-xac-suat-va-thong-ke-toan-hoc-qd-4939.pdf,hus.vnu.edu.vn,2389639,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
126.-ts-co-so-toan-hoc-cho-tin-hoc-qd-4940.pdf,pdf,dao_tao,pdf/dao_tao/126.-ts-co-so-toan-hoc-cho-tin-hoc-qd-4940.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/126.-ts-co-so-toan-hoc-cho-tin-hoc-qd-4940.pdf,hus.vnu.edu.vn,2385528,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
127.-ts-co-hoc-qd-4941.pdf,pdf,dao_tao,pdf/dao_tao/127.-ts-co-hoc-qd-4941.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/127.-ts-co-hoc-qd-4941.pdf,hus.vnu.edu.vn,2556138,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
311.-ths-hoa-hoc-qd-3570.pdf,pdf,dao_tao,pdf/dao_tao/311.-ths-hoa-hoc-qd-3570.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/311.-ths-hoa-hoc-qd-3570.pdf,hus.vnu.edu.vn,2641433,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
312.-ths-ky-thuat-hoa-hoc-qd-3571.pdf,pdf,dao_tao,pdf/dao_tao/312.-ths-ky-thuat-hoa-hoc-qd-3571.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/312.-ths-ky-thuat-hoa-hoc-qd-3571.pdf,hus.vnu.edu.vn,1919736,vi,📄 Xem nội dung PDF,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
